序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
121,523,广州浪奇,广州市浪奇实业股份有限公司,广东,广州市,1181097.2,3997.3,848,1993-11-08,--,,洗涤产品,工业产品、民用产品,"从事""浪奇""、""高富力""和""维可倚""等品牌的洗涤用品和磺酸、精甘油、AES等化工原料的开发、生产和销售"
122,524,岭南控股,广州岭南集团控股股份有限公司,广东,广州市,639202.56,17735.93,5549,1993-11-18,--,,餐饮,旅行社运营、酒店经营、酒店管理、汽车服务,酒店管理业务、酒店经营业务、出租车与租赁车业务
123,525,红太阳,南京红太阳股份有限公司,江苏,南京市,497418.47,69755.57,3438,1993-10-28,--,,农药,化肥、农药、农资大市场,原药和制剂产品的生产销售、化肥生态肥的销售
124,526,紫光学大,厦门紫光学大股份有限公司,福建,厦门市,281159.23,2438.09,15227,1993-11-01,--,,教育培训,教育培训服务、房屋租赁、设备租赁,教育培训服务
125,528,柳工,广西柳工机械股份有限公司,广西,柳州市,1126421.23,32293.0,8420,1993-11-18,--,,工程机械,土石方机械、其他工程机械及配件等、融资租赁业务,装载机、挖掘机、起重机、压路机、叉车、平地机、推土机、铣刨机、摊铺机、滑移装载机、挖掘装载机等工程机械及配件的生产、销售，以及融资租赁业务
126,529,广弘控股,广东广弘控股股份有限公司,广东,广州市,230588.45,15532.27,902,1993-11-18,--,,肉制品,冻品销售、冷库经营、物业出租、种禽销售、种猪销售、肉猪销售、猪苗销售、肉鸡销售、加工肉制品销售、国内贸易、图书发行、酒类销售,肉类食品供应和教育出版物发行
127,530,大冷股份,大连冷冻机股份有限公司,辽宁,大连市,207971.51,20075.98,1726,1993-12-08,--,,制冷空调设备,制冷空调设备,工业制冷、食品冷冻冷藏、中央及商用空调以及制冷部件等制冷设备的生产和安装。
128,531,穗恒运A,广州恒运企业集团股份有限公司,广东,广州市,296539.5,18423.96,1227,1994-01-06,--,,火电,电力、蒸汽、房地产,电力、热力的生产和销售
129,532,华金资本,珠海华金资本股份有限公司,广东,珠海市,47914.73,4828.48,645,1994-01-03,--,,电子零部件,投资与管理、电子器件、电子设备、投资与管理,从事投资与资产管理、电子设备制造、电子器件制造、水质净化等业务。
130,533,万家乐,广东万家乐股份有限公司,广东,佛山市,826694.76,3819.0,1562,1994-01-03,--,,厨卫电器,变压器系列产品、大宗贸易及供应链服务系列产品,输配电设备业务、供应链管理业务
131,534,万泽股份,万泽实业股份有限公司,广东,汕头市,25515.24,8947.15,389,1994-01-10,--,,房地产开发,常州太湖庄园项目销售、金属检测、高温材料销售、建材贸易,房地产商品开发销售
132,536,华映科技,华映科技(集团)股份有限公司,福建,福州市,488905.21,20498.49,4923,1993-11-26,--,,显示器件,模组、盖板玻璃、面板,从事新型平板显示器件、液晶显示屏、模组及零部件的研发、设计、生产、销售和售后服务。
133,537,广宇发展,天津广宇发展股份有限公司,天津,天津市,2164229.53,217179.14,1777,1993-12-10,--,,房地产开发,房地产开发、宾馆酒店服务、经营租赁,房地产开发与销售
134,538,云南白药,云南白药集团股份有限公司,云南,昆明市,2431461.4,314498.14,8294,1993-12-15,--,,中药生产,中西药原料/制剂,制造和销售以云南白药系列产品和天然植物药系列产品为主的各类药品。
135,539,粤电力A,广东电力发展股份有限公司,广东,广州市,2664379.21,74318.04,6957,1993-11-26,--,,火电,售电、蒸气、劳务、核证减排量销售、租赁、粉煤灰综合利用,主要从事电力项目的投资、建设和经营管理，电力的生产和销售业务
136,540,中天金融,中天金融集团股份有限公司,贵州,贵阳市,1579336.02,208154.94,5507,1994-02-02,--,,房地产开发,房地产开发与经营、证券业务、保险业务、基金业务,房地产及金融业务
137,541,佛山照明,佛山电器照明股份有限公司,广东,佛山市,380018.83,74030.87,9209,1993-11-23,--,,照明设备,LED光源、LED灯具、传统光源及开关,照明产品的生产、研发和销售
138,543,皖能电力,安徽省皖能股份有限公司,安徽,合肥市,1220743.34,13205.43,3480,1993-12-20,--,,火电,电力、供热、煤炭、运输,从事投资建设、经营管理以电力生产为主的能源项目
139,544,中原环保,中原环保股份有限公司,河南,郑州市,97630.21,32235.35,1176,1993-12-08,--,,污水处理,城市污水处理、集中供热业务、管网工程,城市污水处理和集中供热业务
140,545,金浦钛业,金浦钛业股份有限公司,吉林,吉林市,174100.63,16582.78,1074,1993-12-15,--,,其他化学原料,钛白粉,钛白粉生产及销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
141,546,金圆股份,金圆环保股份有限公司,吉林,长春市,507336.07,35083.88,3536,1993-12-15,--,,水泥,建材、环保,水泥和环保业务
142,547,航天发展,航天工业发展股份有限公司,福建,福州市,234993.28,27612.58,1856,1993-11-30,--,,通信传输设备,通信指控产品、电子蓝军及仿真产品、电磁安防产品,电子蓝军、指控通信、电磁安防和发电设备四大主营业务
143,548,湖南投资,湖南投资集团股份有限公司,湖南,长沙市,97086.94,13040.0,809,1993-12-20,--,,高速公路,路桥收费、酒店、土地出让、房地产,路桥收费、酒店经营和房地产开发
144,550,江铃汽车,江铃汽车股份有限公司,江西,南昌市,3134574.68,69093.82,17341,1993-12-01,--,,商用车,商用车、SUV、相关零部件,生产和销售商用车、SUV以及相关的零部件
145,551,创元科技,创元科技股份有限公司,江苏,苏州市,259050.56,6643.16,3359,1994-01-06,--,,综合,洁净设备及工程、输变电高压绝缘子、精密轴承、磨料磨具、测绘仪器、贸易、服务,洁净环保工程及设备、输变电高压瓷绝缘子、滚针轴承、各类光机电算一体化测绘仪器、各类磨料磨具等产品的生产经营
146,552,靖远煤电,甘肃靖远煤电股份有限公司,甘肃,白银市,398060.8,55221.1,13031,1994-01-06,--,,煤炭开采洗选,煤炭、发电、勘察设计,煤炭的生产与销售
147,553,沙隆达A,湖北沙隆达股份有限公司,湖北,荆州市,2381956.8,154587.9,1598,1993-12-03,--,,农药,除草剂、杀虫剂、化工产品,农药、化工产品的制造和销售，农药、化工产品及其中间体的进出口贸易
148,554,泰山石油,中国石化山东泰山石油股份有限公司,山东,泰安市,271894.4,267.9,1342,1993-12-15,--,,石油天然气贸易,汽油、柴油、天然气、非油品,成品油的批发和零售、天然气的零售
149,555,神州信息,神州数码信息服务股份有限公司,广东,深圳市,818705.67,30264.23,9942,1994-04-08,--,,其他软件服务,技术服务、农业信息化、应用软件开发、金融专用设备相关业务、系统集成,技术服务、农业信息化、应用软件开发、金融专用设备相关业务及集成解决方案。
150,557,西部创业,宁夏西部创业实业股份有限公司,宁夏,银川市,65964.41,8699.48,1153,1994-06-17,--,,铁路运输,铁路运输、仓储物流、葡萄酒、酒店餐饮,生态农业产业化、酒的研发、生产与销售，铁路开发建设与经营管理、仓储和物流服务。
151,558,莱茵体育,莱茵达体育发展股份有限公司,浙江,杭州市,132424.91,2850.21,174,1994-05-09,--,,体育运营,体育运营、房地产、能源及贸易、租赁,体育运营、房地产销售及租赁、能源及贸易销售
152,559,万向钱潮,万向钱潮股份有限公司,浙江,杭州市,1115424.14,88151.28,9697,1994-01-10,--,,汽车零部件,汽车零部件、钢材、铁合金,生产底盘及悬架系统，汽车制动系统，汽车传动系统，汽车燃油排气系统，轮毂单元，轴承，精密件，工程机械零部件等汽车系统零部件及总成。
153,560,我爱我家,我爱我家控股集团股份有限公司,云南,昆明市,131853.63,7289.06,59003,1994-02-02,--,,百货,商品销售、商业租赁及服务、房地产、旅游服务、物业管理,房地产综合服务业务、商业零售业，同时涉及房地产业、酒店旅游服务业和物业管理。
154,561,烽火电子,陕西烽火电子股份有限公司,陕西,宝鸡市,121671.72,6970.38,3039,1994-05-09,--,,通信终端设备,通信产品及配套、电声器件,从事通信装备及电声器材的科研、生产、销售。
155,563,陕国投A,陕西省国际信托股份有限公司,陕西,西安市,115059.84,35223.65,498,1994-01-10,--,,信托,金融信托业务,投资银行的一般业务
156,564,供销大集,供销大集集团股份有限公司,陕西,西安市,2768629.61,141452.09,10808,1994-01-10,--,,百货,中国集、酷铺商贸、掌合天下、大集供销链、大集金服及民生百货,商业零售
157,565,渝三峡A,重庆三峡油漆股份有限公司,重庆,重庆市,360903.28,8112.54,942,1994-04-08,--,,涂料涂漆,油漆(涂料),油漆涂料的生产销售
158,566,海南海药,海南海药股份有限公司,海南,海口市,182452.16,8662.66,2350,1994-05-25,--,,化学制剂,头孢制剂、原料药、中间体、肠胃康、紫杉醇、人工耳蜗,药品及医疗器械研发、生产和销售
159,567,海德股份,海南海德实业股份有限公司,海南,海口市,20250.55,7326.83,45,1994-05-25,--,,其他非银行金融,不良资产管理,不良资产管理业务。
160,568,泸州老窖,泸州老窖股份有限公司,四川,泸州市,1039486.75,255794.46,2451,1994-05-09,--,,白酒,酒类,“国窖1573”、“泸州老窖”等系列白酒的研发、生产和销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
161,570,苏常柴A,常柴股份有限公司,江苏,常州市,242305.9,4643.13,3432,1994-07-01,--,,内燃机,柴油机、汽油机,以“常柴牌”为商标的中小型单缸和多缸柴油机的生产及销售
162,571,新大洲A,新大洲控股股份有限公司,海南,海口市,160316.9,2139.25,4348,1994-05-25,--,,煤炭开采洗选,食品、煤炭、物流运输、电动车、游艇销售,煤炭采掘;物流运输;电动车的生产经营和物业管理等
163,572,海马汽车,海马汽车集团股份有限公司,海南,海口市,968319.49,-99435.91,8189,1994-08-08,--,,乘用车,汽车制造、服务,汽车及汽车发动机的研发、制造、销售、物流配送及相关业务，金融服务业
164,573,粤宏远A,东莞宏远工业区股份有限公司,广东,东莞市,56573.53,3546.54,533,1994-08-15,--,,房地产开发,出租、售楼、水电、煤,开发经营工业区、房地产开发销售、原煤开采销售
165,576,广东甘化,江门甘蔗化工厂(集团)股份有限公司,广东,江门市,47496.67,-28305.14,487,1994-09-07,--,,造纸,LED产业、生化产业、糖纸贸易,浆纸贸易、酵母及酵母深加工产品的生产销售、LED外延片及芯片的生产销售
166,581,威孚高科,无锡威孚高科技集团股份有限公司,江苏,无锡市,901728.02,257133.95,5411,1998-09-24,--,,汽车零部件,汽车燃油喷射系统、汽车后处理系统、进气系统,汽车燃油喷射系统、汽车后处理系统、发动机进气系统等产品的开发、制造和销售业务
167,582,北部湾港,北部湾港股份有限公司,广西,北海市,327487.27,54133.77,3839,1995-11-02,--,,港口,集装箱装卸堆存、船舶港口服务,从事投资兴建港口、码头、装卸、仓储管理及服务，交通运输（普通货运），机械加工及修理，外轮代理、物流代理服务，国内、国际商业贸易等
168,584,哈工智能,江苏哈工智能机器人股份有限公司,江苏,无锡市,157164.37,9004.78,1072,1995-11-28,--,,氨纶,高端装备制造、机器人一站式平台、房地产、氨纶,智能制造业务，房地产销售、租赁业务以及氨纶生产销售业务。
169,585,*ST东电,东北电气发展股份有限公司,江苏,常州市,3298.59,-39705.76,559,1995-12-13,--,,其他输变电设备,系统保护及传输设备,电力电容器及封闭母线等系统保护及传输设备的制造和营销
170,586,汇源通信,四川汇源光通信股份有限公司,四川,成都市,39033.41,81.49,1093,1995-12-20,--,,通信传输设备,光纤、光缆及相关产品、通信工程及系统集成,通信工程及系统集成业务、光纤、光缆及相关产品业务
